OID_,Value,EuropeCoun,EUcropPlus,HydroSoils,SlopeClass,CountryName,LandUse,SlopeClass,Manure added,Synthetic N applied,Sythetic P Applied,N Manure added,P Manure calculated,NUE,PUE,lucode,load_n,eff_n,crit_len_n,proportion_subsurface_n,load_p,eff_p,crit_len_p
8220,8221,14,32,4,1,France,Non improved grassland 25 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,61.81,11.66,0.58,0.67,8221,25.96163554,0.19,200,0.3312,3.848759985,0.19,200
8221,8222,14,240,4,2,France,Dry pulses,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,0,35,52.03,9.82,0.6,0.75,8222,20.81008145,0.17,200,0.0173,11.20401904,0.17,200
8222,8223,14,32,4,2,France,Non improved grassland 25 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,61.81,11.66,0.58,0.67,8223,25.96163554,0.19,200,0.3487,3.848759985,0.19,200
8223,8224,14,32,4,3,France,Non improved grassland 25 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,61.81,11.66,0.58,0.67,8224,25.96163554,0.19,200,0.6663,3.848759985,0.19,200
8224,8225,14,40,4,3,France,Cropland (ESA),<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,91.1,28.76,52.03,9.82,0.6,0.77,8225,57.2514478,0.27,200,0.0401,8.873455292,0.27,200
8225,8226,14,40,4,2,France,Cropland (ESA),<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,91.1,28.76,52.03,9.82,0.6,0.77,8226,57.2514478,0.27,200,0.1603,8.873455292,0.27,200
8226,8227,14,700,4,1,France,Artificial,<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.6,0.75,8227,0,0.05,200,0.1196,0,0.05,200
8227,8228,14,213,4,4,France,Barley,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,135,18,52.03,9.82,0.62,0.77,8228,71.06957738,0.23,200,0,6.397697516,0.23,200
8228,8229,14,216,4,4,France,Maize,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,91.32,29.22,52.03,9.82,0.66,1.22,8229,48.73839741,0.41,200,0.003,0,0.41,200
8229,8230,14,231,4,2,France,Sunflower,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,36,26,52.03,9.82,0.64,1.19,8230,31.68907331,0.13,200,0,0,0.13,200
8230,8231,14,211,4,4,France,Common wheat,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,165,19,52.03,9.82,0.65,1.18,8231,75.95882127,0.4,200,0,0,0.4,200
8231,8232,14,221,4,2,France,Potatoes,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,120,50,52.03,9.82,0.64,1.07,8232,61.92907331,0.41,200,0,0,0.41,200
8232,8233,14,50,4,2,France,Built-up (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.59,0.74,8233,0,0.13,200,0.2932,0,0.13,200
8233,8234,14,222,2,4,France,Sugar beet,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,100,50,52.03,9.82,0.47,0.71,8234,80.57335792,0.34,200,0.6669,17.34666209,0.34,200
8234,8235,14,232,2,5,France,Rape and turnip rape,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,160,32,52.03,9.82,0.55,1.02,8235,95.41134163,0.5,200,0.3419,0,0.5,200
8235,8236,14,600,2,5,France,Bare land,> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.6,0.93,8236,0,0.05,200,0.3635,0,0.05,200
8236,8237,14,40,2,5,France,Cropland (ESA),> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,91.1,28.76,52.03,9.82,0.54,0.82,8237,65.83916497,0.27,200,0.6845,6.944443272,0.27,200
8237,8238,14,221,2,4,France,Potatoes,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,120,50,52.03,9.82,0.56,0.88,8238,75.6910896,0.41,200,0.7147,7.177929139,0.41,200
8238,8239,14,215,3,5,France,Oats,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,90,18,52.03,9.82,0.65,0.7,8239,49.70882127,0.21,200,0,8.344822847,0.21,200
8239,8240,14,700,2,5,France,Artificial,> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.51,0.71,8240,0,0.05,200,0.9549,0,0.05,200
8240,8241,14,503,2,5,France,Improved grassland 100 LSU,> mean + 3STD = 26.558-89.281 degrees,Applied to grassland and excreted grazing - divided on LSU,25.53,2.49,90.8,17.13,0.51,0.75,8241,57.00398268,0.9,200,0.6938,4.905870852,0.9,200
8241,8242,15,232,4,2,Germany,Rape and turnip rape,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,140,25,80.95,15.27,0.65,1.16,8242,77.331682,0.5,200,0.111,0,0.5,200
8242,8243,15,216,4,2,Germany,Maize,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,62.84,14.2,80.95,15.27,0.66,1.22,8243,48.88729854,0.41,200,0,0,0.41,200
8243,8244,15,232,4,3,Germany,Rape and turnip rape,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,140,25,80.95,15.27,0.65,1.16,8244,77.331682,0.5,200,0,0,0.5,200
8244,8245,15,216,4,3,Germany,Maize,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,62.84,14.2,80.95,15.27,0.66,1.22,8245,48.88729854,0.41,200,0,0,0.41,200
8245,8246,15,213,4,2,Germany,Barley,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,125,13,80.95,15.27,0.62,0.77,8246,78.26011189,0.23,200,0,6.502823105,0.23,200
8246,8247,15,211,4,3,Germany,Common wheat,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,150,12,80.95,15.27,0.65,1.18,8247,80.831682,0.4,200,0,0,0.4,200
8247,8248,15,300,4,3,Germany,Woodland and Shrubland (incl. permanent crops,<= mean + 1 STD = 5.061-12.225 degrees,No,0.51,0.08,0,0,0.59,0.73,8248,0.207267745,0.9,200,0.3042,0.021780095,0.9,200
8248,8249,15,213,4,3,Germany,Barley,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,125,13,80.95,15.27,0.62,0.77,8249,78.26011189,0.23,200,0,6.502823105,0.23,200
8249,8250,15,503,4,3,Germany,Improved grassland 100 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Applied to grassland and excreted grazing - divided on LSU,45.74,3.15,60.77,11.47,0.58,0.74,8250,44.73422353,0.9,200,0.2393,3.801409235,0.9,200
8250,8251,15,32,4,3,Germany,Non improved grassland 25 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,27,5.1,0.58,0.67,8251,11.34166088,0.19,200,0.6723,1.681378298,0.19,200
8251,8252,15,33,4,3,Germany,Non Improved grassland 100 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,184.4,34.79,0.56,0.71,8252,81.13414551,0.82,200,0.7199,10.0895807,0.82,200
8252,8253,15,32,4,2,Germany,Non improved grassland 25 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,27,5.1,0.58,0.67,8253,11.34166088,0.19,200,0.755,1.681378298,0.19,200
8253,8254,15,10,4,3,Germany,Tree Cover (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.56,0.68,8254,0,0.79,200,0.416,0,0.79,200
8254,8255,15,40,4,3,Germany,Cropland (ESA),<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,102.3,24.62,80.95,15.27,0.6,0.77,8255,73.29818177,0.27,200,0,9.175997708,0.27,200
8255,8256,15,33,4,2,Germany,Non Improved grassland 100 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,184.4,34.79,0.56,0.71,8256,81.13414551,0.82,200,0.6012,10.0895807,0.82,200
8256,8257,15,502,4,3,Germany,Improved grassland 25 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Applied to grassland and excreted grazing - divided on LSU,12.61,0.87,16.75,3.16,0.62,0.87,8257,11.15690578,0.59,200,0.5623,0.523943173,0.59,200
8257,8258,15,50,4,2,Germany,Built-up (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.59,0.74,8258,0,0.13,200,0.4827,0,0.13,200
8258,8259,15,60,4,2,Germany,Bare/sparse vegetation (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.57,0.73,8259,0,0.05,200,0,0,0.05,200
8259,8260,15,50,4,3,Germany,Built-up (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.59,0.74,8260,0,0.13,200,0.6244,0,0.13,200
8260,8261,15,502,4,2,Germany,Improved grassland 25 LSU,<= mean = 2.531- 5.06 degrees,Applied to grassland and excreted grazing - divided on LSU,12.61,0.87,16.75,3.16,0.62,0.87,8261,11.15690578,0.59,200,0.7216,0.523943173,0.59,200
8261,8262,15,10,4,2,Germany,Tree Cover (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.56,0.68,8262,0,0.79,200,0.548,0,0.79,200
8262,8263,15,40,4,2,Germany,Cropland (ESA),<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,102.3,24.62,80.95,15.27,0.6,0.77,8263,73.29818177,0.27,200,0,9.175997708,0.27,200
8263,8264,15,221,4,3,Germany,Potatoes,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,135,60,80.95,15.27,0.64,1.07,8264,77.74115863,0.41,200,0.0324,0,0.41,200
8264,8265,15,700,4,2,Germany,Artificial,<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.6,0.75,8265,0,0.05,200,0.1897,0,0.05,200
8265,8266,15,250,4,2,Germany,Fodder crops (cereals and leguminous),<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,66.52,11,80.95,15.27,0.6,0.76,8266,58.98776079,0.43,200,0.0621,6.305554544,0.43,200
8266,8267,15,240,4,3,Germany,Dry pulses,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,7,15,80.95,15.27,0.6,0.75,8267,35.17906514,0.17,200,0.034,7.568285984,0.17,200
8267,8268,15,240,4,2,Germany,Dry pulses,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,7,15,80.95,15.27,0.6,0.75,8268,35.17906514,0.17,200,0,7.568285984,0.17,200
8268,8269,15,32,4,1,Germany,Non improved grassland 25 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,27,5.1,0.58,0.67,8269,11.34166088,0.19,200,0.7537,1.681378298,0.19,200
8269,8270,15,250,4,3,Germany,Fodder crops (cereals and leguminous),<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,66.52,11,80.95,15.27,0.6,0.76,8270,58.98776079,0.43,200,0,6.305554544,0.43,200
8270,8271,15,231,4,2,Germany,Sunflower,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,40,17,80.95,15.27,0.64,1.19,8271,43.54115863,0.13,200,0.1176,0,0.13,200
8271,8272,15,232,4,4,Germany,Rape and turnip rape,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,140,25,80.95,15.27,0.65,1.16,8272,77.331682,0.5,200,0,0,0.5,200
8272,8273,15,300,4,4,Germany,Woodland and Shrubland (incl. permanent crops,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0.51,0.08,0,0,0.59,0.73,8273,0.207267745,0.9,200,0.1641,0.021780095,0.9,200
8273,8274,15,300,4,5,Germany,Woodland and Shrubland (incl. permanent crops,> mean + 3STD = 26.558-89.281 degrees,No,0.51,0.08,0,0,0.59,0.73,8274,0.207267745,0.9,200,0.0087,0.021780095,0.9,200
8274,8275,15,10,4,4,Germany,Tree Cover (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.56,0.68,8275,0,0.79,200,0.3431,0,0.79,200
8275,8276,15,32,4,4,Germany,Non improved grassland 25 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,27,5.1,0.58,0.67,8276,11.34166088,0.19,200,0.8443,1.681378298,0.19,200
8276,8277,15,216,4,4,Germany,Maize,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,62.84,14.2,80.95,15.27,0.66,1.22,8277,48.88729854,0.41,200,0.1396,0,0.41,200
8277,8278,15,213,4,4,Germany,Barley,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,125,13,80.95,15.27,0.62,0.77,8278,78.26011189,0.23,200,0,6.502823105,0.23,200
8278,8279,15,502,4,4,Germany,Improved grassland 25 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied to grassland and excreted grazing - divided on LSU,12.61,0.87,16.75,3.16,0.62,0.87,8279,11.15690578,0.59,200,0.6294,0.523943173,0.59,200
8279,8280,15,222,4,3,Germany,Sugar beet,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,125,60,80.95,15.27,0.61,1,8280,80.31958851,0.34,200,0.7104,0,0.34,200
8280,8281,15,503,4,4,Germany,Improved grassland 100 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied to grassland and excreted grazing - divided on LSU,45.74,3.15,60.77,11.47,0.58,0.74,8281,44.73422353,0.9,200,0.2416,3.801409235,0.9,200
8281,8282,15,211,4,4,Germany,Common wheat,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,150,12,80.95,15.27,0.65,1.18,8282,80.831682,0.4,200,0,0,0.4,200
8282,8283,15,33,4,4,Germany,Non Improved grassland 100 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,184.4,34.79,0.56,0.71,8283,81.13414551,0.82,200,0.7103,10.0895807,0.82,200
8283,8284,15,40,4,4,Germany,Cropland (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,102.3,24.62,80.95,15.27,0.6,0.77,8284,73.29818177,0.27,200,0,9.175997708,0.27,200
8284,8285,15,214,4,2,Germany,Rye,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,105,15,80.95,15.27,0.67,1,8285,61.36272874,0.41,200,0,0,0.41,200
8285,8286,15,222,4,2,Germany,Sugar beet,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,125,60,80.95,15.27,0.61,1,8286,80.31958851,0.34,200,0,0,0.34,200
8286,8287,15,221,4,2,Germany,Potatoes,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,135,60,80.95,15.27,0.64,1.07,8287,77.74115863,0.41,200,0,0,0.41,200
8287,8288,15,214,4,3,Germany,Rye,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,105,15,80.95,15.27,0.67,1,8288,61.36272874,0.41,200,0.1155,0,0.41,200
8288,8289,15,60,4,3,Germany,Bare/sparse vegetation (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.57,0.73,8289,0,0.05,200,0.6191,0,0.05,200
8289,8290,15,231,4,3,Germany,Sunflower,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,40,17,80.95,15.27,0.64,1.19,8290,43.54115863,0.13,200,0,0,0.13,200
8290,8291,15,700,4,3,Germany,Artificial,<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.6,0.75,8291,0,0.05,200,0,0,0.05,200
8291,8292,15,216,4,5,Germany,Maize,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,62.84,14.2,80.95,15.27,0.66,1.22,8292,48.88729854,0.41,200,0.2097,0,0.41,200
8292,8293,15,33,4,5,Germany,Non Improved grassland 100 LSU,> mean + 3STD = 26.558-89.281 degrees,Excreted permanent grass -divided on LSU,0,0,184.4,34.79,0.56,0.71,8293,81.13414551,0.82,200,0.6957,10.0895807,0.82,200
8293,8294,15,211,4,5,Germany,Common wheat,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,150,12,80.95,15.27,0.65,1.18,8294,80.831682,0.4,200,0,0,0.4,200
8294,8295,15,214,4,4,Germany,Rye,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,105,15,80.95,15.27,0.67,1,8295,61.36272874,0.41,200,0,0,0.41,200
8295,8296,15,50,4,4,Germany,Built-up (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.59,0.74,8296,0,0.13,200,0.8969,0,0.13,200
8296,8297,15,218,4,2,Germany,Triticale,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,105,15,80.95,15.27,0.6,0.75,8297,74.37906514,0.37,200,0,7.568285984,0.37,200
8297,8298,15,219,3,3,Germany,Other cereals,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,85,17,80.95,15.27,0.66,1.15,8298,56.42220537,0.17,200,0.0994,0,0.17,200
8298,8299,3,504,3,1,Austria,Improved grassland 250 LSU,<= 1/2 STD = < 2.53 degrees,Applied to grassland and excreted grazing - divided on LSU,28.55,8.57,523.93,98.86,0.72,0.89,8299,154.6960993,0.9,200,0.6583,11.81632923,0.9,200
8299,8300,3,504,3,3,Austria,Improved grassland 250 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Applied to grassland and excreted grazing - divided on LSU,28.55,8.57,523.93,98.86,0.72,0.89,8300,154.6960993,0.9,200,0.5975,11.81632923,0.9,200
8300,8301,3,504,3,2,Austria,Improved grassland 250 LSU,<= mean = 2.531- 5.06 degrees,Applied to grassland and excreted grazing - divided on LSU,28.55,8.57,523.93,98.86,0.72,0.89,8301,154.6960993,0.9,200,0.6037,11.81632923,0.9,200
8301,8302,3,34,3,1,Austria,Non Improved grassland 250 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,102.09,19.26,0.75,0.86,8302,25.52348101,0.9,200,0.9093,2.696820635,0.9,200
8302,8303,3,34,3,2,Austria,Non Improved grassland 250 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,102.09,19.26,0.75,0.86,8303,25.52348101,0.9,200,0.8738,2.696820635,0.9,200
8303,8304,3,34,3,3,Austria,Non Improved grassland 250 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,102.09,19.26,0.75,0.86,8304,25.52348101,0.9,200,0.8848,2.696820635,0.9,200
8304,8305,3,50,3,5,Austria,Built-up (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.64,0.92,8305,0,0.13,200,0.8741,0,0.13,200
8305,8306,3,213,3,5,Austria,Barley,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,82,9,62.18,11.73,0.65,0.8,8306,50.4644787,0.23,200,0.7556,4.146574523,0.23,200
8306,8307,3,504,3,4,Austria,Improved grassland 250 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied to grassland and excreted grazing - divided on LSU,28.55,8.57,523.93,98.86,0.72,0.89,8307,154.6960993,0.9,200,0.5741,11.81632923,0.9,200
8307,8308,3,223,3,3,Austria,Other root crops,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,87.5,50.93,62.18,11.73,0.56,0.95,8308,65.86105894,0.13,200,0.291,3.132893631,0.13,200
8308,8309,3,240,3,5,Austria,Dry pulses,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,1.09,0.97,62.18,11.73,0.64,0.94,8309,22.77946777,0.17,200,0.861,0.762172357,0.17,200
8309,8310,3,40,3,5,Austria,Cropland (ESA),> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,73.02,20.48,62.18,11.73,0.63,0.87,8310,50.02518856,0.27,200,0.6454,4.187559254,0.27,200
8310,8311,3,290,3,4,Austria,Bare arable land,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.62,0.65,8311,0,0.05,200,0.5722,0,0.05,200
8311,8312,3,50,2,5,Austria,Built-up (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.54,0.81,8312,0,0.13,200,0.9645,0,0.13,200
8312,8313,3,250,3,5,Austria,Fodder crops (cereals and leguminous),> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,42,13.41,62.18,11.73,0.6,0.73,8313,41.67368994,0.43,200,0.7629,6.788193901,0.43,200
8313,8314,3,231,3,5,Austria,Sunflower,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,25.22,8.73,62.18,11.73,0.64,1.1,8314,31.46552095,0.13,200,0.7917,0,0.13,200
8314,8315,3,233,3,4,Austria,Soya,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,25.22,8.73,62.18,11.73,0.54,0.85,8315,40.20594343,0.22,200,0.0896,3.069430892,0.22,200
8315,8316,3,60,3,5,Austria,Bare/sparse vegetation (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.6,0.71,8316,0,0.05,200,0.7785,0,0.05,200
8316,8317,3,34,3,4,Austria,Non Improved grassland 250 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,102.09,19.26,0.75,0.86,8317,25.52348101,0.9,200,0.9468,2.696820635,0.9,200
8317,8318,3,34,3,5,Austria,Non Improved grassland 250 LSU,> mean + 3STD = 26.558-89.281 degrees,Excreted permanent grass -divided on LSU,0,0,102.09,19.26,0.75,0.86,8318,25.52348101,0.9,200,0.9544,2.696820635,0.9,200
8318,8319,3,501,3,4,Austria,Improved grassland 0 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied to grassland and excreted grazing - divided on LSU,0,0,0,0,0.66,0.97,8319,0,0.83,200,0.8602,0,0.83,200
8319,8320,3,231,2,4,Austria,Sunflower,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,25.22,8.73,62.18,11.73,0.54,0.9,8320,40.20594343,0.13,200,0.9292,2.046287261,0.13,200
8320,8321,3,222,2,4,Austria,Sugar beet,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,80,48.5,62.18,11.73,0.47,0.71,8321,75.35763917,0.34,200,0.9323,17.46753306,0.34,200
8321,8322,3,221,2,4,Austria,Potatoes,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,95,53.35,62.18,11.73,0.56,0.88,8322,69.16105894,0.41,200,0.9365,7.809944714,0.41,200
8322,8323,3,215,3,4,Austria,Oats,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,63,6,62.18,11.73,0.65,0.7,8323,43.8144787,0.21,200,0.7552,5.319861784,0.21,200
8323,8324,3,219,3,3,Austria,Other cereals,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,77,8,62.18,11.73,0.66,1.15,8324,47.32263645,0.17,200,0.2829,0,0.17,200
8324,8325,3,214,2,4,Austria,Rye,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,63,6,62.18,11.73,0.47,0.68,8325,66.34763917,0.41,200,0.8386,5.674519237,0.41,200
8325,8326,3,10,2,5,Austria,Tree Cover (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.58,0.84,8326,0,0.79,200,0.9916,0,0.79,200
8326,8327,3,216,2,5,Austria,Maize,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,108.31,40.56,62.18,11.73,0.51,0.78,8327,83.5420232,0.41,200,0.9194,11.50456471,0.41,200
8327,8328,3,503,2,5,Austria,Improved grassland 100 LSU,> mean + 3STD = 26.558-89.281 degrees,Applied to grassland and excreted grazing - divided on LSU,9.45,2.84,173.47,32.73,0.51,0.75,8328,89.63120668,0.9,200,0.9683,8.891432539,0.9,200
8328,8329,3,33,2,5,Austria,Non Improved grassland 100 LSU,> mean + 3STD = 26.558-89.281 degrees,Excreted permanent grass -divided on LSU,0,0,32.6,6.15,0.65,0.84,8329,11.41032879,0.82,200,0.9957,0.984179303,0.82,200
8329,8330,3,214,3,5,Austria,Rye,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,63,6,62.18,11.73,0.51,0.72,8330,61.34027018,0.41,200,0.6691,4.965204332,0.41,200
8330,8331,3,231,2,5,Austria,Sunflower,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,25.22,8.73,62.18,11.73,0.54,0.9,8331,40.20594343,0.13,200,0.9294,2.046287261,0.13,200
8331,8332,3,221,3,5,Austria,Potatoes,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,95,53.35,62.18,11.73,0.66,1.04,8332,53.44263645,0.41,200,0.802,0,0.41,200
8332,8333,3,600,3,5,Austria,Bare land,> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.64,0.98,8333,0,0.05,200,0.7421,0,0.05,200
8333,8334,3,32,2,5,Austria,Non improved grassland 25 LSU,> mean + 3STD = 26.558-89.281 degrees,Excreted permanent grass -divided on LSU,0,0,4.77,0.9,0.69,0.75,8334,1.48002205,0.19,200,0.9961,0.225201164,0.19,200
8334,8335,3,502,2,5,Austria,Improved grassland 25 LSU,> mean + 3STD = 26.558-89.281 degrees,Applied to grassland and excreted grazing - divided on LSU,2.61,0.78,47.82,9.02,0.58,0.9,8335,21.1778569,0.59,200,0.9639,0.980395445,0.59,200
8335,8336,3,232,2,5,Austria,Rape and turnip rape,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,118,27.16,62.18,11.73,0.55,1.02,8336,81.08290119,0.5,200,0.9218,0,0.5,200
8336,8337,3,211,2,5,Austria,Common wheat,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,108,10,62.18,11.73,0.49,0.7,8337,86.79395468,0.4,200,0.925,6.519861784,0.4,200
8337,8338,3,290,2,4,Austria,Bare arable land,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.64,0.96,8338,0,0.05,200,0.8084,0,0.05,200
8338,8339,3,600,2,5,Austria,Bare land,> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.6,0.93,8339,0,0.05,200,1,0,0.05,200
8339,8340,3,250,2,5,Austria,Fodder crops (cereals and leguminous),> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,42,13.41,62.18,11.73,0.52,0.8,8340,50.00842793,0.43,200,0.9283,5.028291779,0.43,200
8340,8341,3,501,3,5,Austria,Improved grassland 0 LSU,> mean + 3STD = 26.558-89.281 degrees,Applied to grassland and excreted grazing - divided on LSU,0,0,0,0,0.66,0.97,8341,0,0.83,200,0.855,0,0.83,200
8341,8342,3,219,3,1,Austria,Other cereals,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,77,8,62.18,11.73,0.66,1.15,8342,47.32263645,0.17,200,0.4604,0,0.17,200
